0,0.00e+00,-1.60e+00,
1,6.00e-01,-6.00e-01,
2,6.00e-01,-1.00e+00,
3,0.00e+00,-4.00e-01,
4,6.00e-01,-8.00e-01,
5,0.00e+00,2.00e-01,
6,0.00e+00,0.00e+00,
7,6.00e-01,8.00e-01,
8,0.00e+00,2.00e-01,
9,6.00e-01,1.40e+00,
10,6.00e-01,8.00e-01,
11,0.00e+00,1.80e+00,
12,-1.00e+00,1.40e+00,
13,1.38e+01,3.00e+00,
14,1.34e+01,2.40e+00,
15,1.40e+01,5.40e+00,
16,1.40e+01,5.00e+00,
17,1.34e+01,7.60e+00,
18,1.40e+01,7.00e+00,
19,1.34e+01,9.00e+00,
20,1.40e+01,8.60e+00,
21,1.34e+01,1.00e+01,
22,1.34e+01,9.60e+00,
23,1.40e+01,1.04e+01,
24,1.40e+01,1.02e+01,
25,1.34e+01,1.08e+01,
26,1.34e+01,1.04e+01,
27,1.40e+01,1.08e+01,
28,1.40e+01,1.08e+01,
29,1.34e+01,1.04e+01,
30,1.40e+01,1.10e+01,
31,1.34e+01,1.04e+01,
32,1.34e+01,1.04e+01,
33,1.40e+01,1.08e+01,
34,1.40e+01,1.04e+01,
35,1.34e+01,1.10e+01,
36,1.34e+01,1.04e+01,
37,1.40e+01,1.10e+01,
38,1.40e+01,1.10e+01,
39,1.34e+01,1.04e+01,
40,1.34e+01,1.04e+01,
41,1.40e+01,1.10e+01,
42,1.34e+01,1.04e+01,
43,1.40e+01,1.10e+01,
44,1.40e+01,1.10e+01,
45,1.34e+01,1.04e+01,
46,1.40e+01,1.04e+01,
47,1.34e+01,1.10e+01,
48,1.34e+01,1.04e+01,
49,1.40e+01,1.10e+01,
50,1.34e+01,1.04e+01,
51,1.40e+01,1.10e+01,
52,1.40e+01,1.04e+01,
53,1.34e+01,1.10e+01,
54,1.40e+01,1.10e+01,
55,1.34e+01,1.04e+01,
56,1.40e+01,1.04e+01,
57,1.34e+01,1.10e+01,
58,1.34e+01,1.04e+01,
59,1.40e+01,1.10e+01,
60,1.40e+01,1.04e+01,
61,1.34e+01,1.08e+01,
62,1.40e+01,1.08e+01,
63,1.34e+01,1.02e+01,
64,1.40e+01,1.08e+01,
65,1.34e+01,1.02e+01,
66,1.34e+01,1.04e+01,
67,1.40e+01,1.08e+01,
68,1.34e+01,1.08e+01,
69,1.40e+01,9.80e+00,
70,1.34e+01,1.02e+01,
71,1.40e+01,6.80e+00,
72,1.40e+01,7.00e+00,
73,1.34e+01,3.60e+00,
74,1.38e+01,3.60e+00,
75,-8.00e-01,-2.00e-01,
76,0.00e+00,0.00e+00,
77,8.00e-01,-3.60e+00,
78,0.00e+00,-3.40e+00,
79,6.00e-01,-5.60e+00,
80,0.00e+00,-5.60e+00,
81,8.00e-01,-5.00e+00,
82,0.00e+00,-5.60e+00,
83,6.00e-01,-5.00e+00,
84,6.00e-01,-5.00e+00,
85,0.00e+00,-5.60e+00,
86,0.00e+00,-5.60e+00,
87,8.00e-01,-5.00e+00,
88,0.00e+00,-5.60e+00,
89,6.00e-01,-5.00e+00,
90,0.00e+00,-5.60e+00,
91,8.00e-01,-5.00e+00,
92,0.00e+00,-5.60e+00,
93,8.00e-01,-5.00e+00,
94,0.00e+00,-5.60e+00,
95,8.00e-01,-5.00e+00,
96,0.00e+00,-5.60e+00,
97,8.00e-01,-5.00e+00,
98,0.00e+00,-5.60e+00,
99,8.00e-01,-5.00e+00,
100,0.00e+00,-5.60e+00,
101,8.00e-01,-5.00e+00,
102,0.00e+00,-5.60e+00,
103,8.00e-01,-5.00e+00,
104,8.00e-01,-5.60e+00,
105,0.00e+00,-5.00e+00,
106,4.00e-01,-5.00e+00,
107,0.00e+00,-5.60e+00,
108,0.00e+00,-5.60e+00,
109,6.00e-01,-5.00e+00,
110,0.00e+00,-5.60e+00,
111,6.00e-01,-5.00e+00,
112,0.00e+00,-5.60e+00,
113,8.00e-01,-4.80e+00,
114,8.00e-01,-5.20e+00,
115,0.00e+00,-4.60e+00,
116,8.00e-01,-5.00e+00,
117,0.00e+00,-3.80e+00,
118,0.00e+00,-4.20e+00,
119,8.00e-01,-3.40e+00,
120,0.00e+00,-4.00e+00,
121,8.00e-01,-2.80e+00,
122,6.00e-01,-3.40e+00,
123,0.00e+00,-2.60e+00,
124,0.00e+00,-3.20e+00,
125,8.00e-01,-2.00e+00,
126,0.00e+00,-1.80e+00,
127,8.00e-01,-2.60e+00,
128,0.00e+00,-2.60e+00,
129,6.00e-01,-2.00e+00,
130,6.00e-01,-1.60e+00,
131,0.00e+00,-2.40e+00,
132,8.00e-01,-2.80e+00,
133,0.00e+00,-2.00e+00,
134,6.00e-01,-1.80e+00,
135,0.00e+00,-3.00e+00,
136,0.00e+00,-2.40e+00,
137,8.00e-01,-3.20e+00,
138,8.00e-01,-2.40e+00,
139,0.00e+00,-3.20e+00,
140,0.00e+00,-3.20e+00,
141,6.00e-01,-2.40e+00,
142,0.00e+00,-2.80e+00,
143,4.00e-01,-2.00e+00,
144,0.00e+00,-2.80e+00,
145,6.00e-01,-1.80e+00,
146,8.00e-01,-2.20e+00,
147,0.00e+00,-1.40e+00,
148,0.00e+00,-2.00e+00,
149,8.00e-01,-1.00e+00,
150,0.00e+00,-1.40e+00,
151,4.00e-01,-4.00e-01,
152,8.00e-01,-8.00e-01,
153,0.00e+00,6.00e-01,
154,6.00e-01,2.00e-01,
155,0.00e+00,1.20e+00,
156,6.00e-01,8.00e-01,
157,0.00e+00,2.20e+00,
158,0.00e+00,1.80e+00,
159,6.00e-01,2.80e+00,
160,-8.00e-01,2.00e+00,
161,1.40e+01,4.60e+00,
162,1.40e+01,4.40e+00,
163,1.34e+01,7.00e+00,
164,1.34e+01,6.40e+00,
165,1.40e+01,8.40e+00,
166,1.40e+01,8.20e+00,
167,1.34e+01,9.60e+00,
168,1.40e+01,9.20e+00,
169,1.34e+01,1.02e+01,
170,1.34e+01,1.00e+01,
171,1.40e+01,1.08e+01,
172,1.34e+01,1.04e+01,
173,1.40e+01,1.08e+01,
174,1.40e+01,1.04e+01,
175,1.34e+01,1.08e+01,
176,1.40e+01,1.08e+01,
177,1.34e+01,1.02e+01,
178,1.40e+01,1.04e+01,
179,1.34e+01,1.10e+01,
180,1.40e+01,1.04e+01,
181,1.34e+01,1.10e+01,
182,1.40e+01,1.04e+01,
183,1.34e+01,1.10e+01,
184,1.34e+01,1.04e+01,
185,1.40e+01,1.10e+01,
186,1.34e+01,1.04e+01,
187,1.40e+01,1.08e+01,
188,1.40e+01,1.04e+01,
189,1.34e+01,1.10e+01,
190,1.34e+01,1.04e+01,
191,1.40e+01,1.10e+01,
192,1.40e+01,1.04e+01,
193,1.34e+01,1.10e+01,
194,1.40e+01,1.04e+01,
195,1.34e+01,1.10e+01,
196,1.40e+01,1.10e+01,
197,1.34e+01,1.04e+01,
198,1.40e+01,1.04e+01,
199,1.34e+01,1.10e+01,
200,1.40e+01,1.04e+01,
201,1.34e+01,1.10e+01,
202,1.40e+01,1.04e+01,
203,1.34e+01,1.10e+01,
204,1.34e+01,1.04e+01,
205,1.40e+01,1.08e+01,
206,1.34e+01,1.08e+01,
207,1.40e+01,1.02e+01,
208,1.40e+01,1.08e+01,
209,1.34e+01,1.02e+01,
210,1.40e+01,1.08e+01,
211,1.34e+01,9.80e+00,
212,1.40e+01,1.02e+01,
213,1.34e+01,8.20e+00,
214,1.34e+01,8.60e+00,
215,1.40e+01,4.60e+00,
216,1.40e+01,4.40e+00,
217,-1.00e+00,4.00e-01,
218,0.00e+00,2.00e-01,
219,6.00e-01,-3.20e+00,
220,8.00e-01,-3.00e+00,
