0.000000000000000e+000	2.453214e+000	-6.000000e+000
2.096450896565168e-005	2.455036e+000	-5.998938e+000
4.192901793130335e-005	2.457149e+000	-5.997886e+000
6.289352689695503e-005	2.459551e+000	-5.996842e+000
8.385803586260670e-005	2.462245e+000	-5.995808e+000
1.048225448282584e-004	2.465228e+000	-5.994784e+000
1.257870537939101e-004	2.468502e+000	-5.993768e+000
1.467515627595617e-004	2.472066e+000	-5.992762e+000
2.708162052793561e-004	2.495703e+000	-5.987363e+000
3.472676248783557e-004	2.512403e+000	-5.984612e+000
4.269076828502527e-004	2.530722e+000	-5.982347e+000
5.043006142888551e-004	2.548551e+000	-5.980818e+000
5.471531665275364e-004	2.558415e+000	-5.980278e+000
5.895903428370097e-004	2.568173e+000	-5.979968e+000
6.423549704579479e-004	2.580296e+000	-5.979898e+000
6.907559626836424e-004	2.591402e+000	-5.980142e+000
7.693838416957810e-004	2.609408e+000	-5.981157e+000
8.956249851346243e-004	2.638202e+000	-5.984282e+000
1.000944148249250e-003	2.661756e+000	-5.988094e+000
1.084767736580616e-003	2.678902e+000	-5.991727e+000
1.183175588481245e-003	2.695802e+000	-5.996434e+000
1.312100038372677e-003	2.708944e+000	-6.002861e+000
1.412111441612574e-003	2.712348e+000	-6.007659e+000
1.522220557457654e-003	2.710330e+000	-6.012353e+000
1.635320174541377e-003	2.702736e+000	-6.016171e+000
1.737979000292711e-003	2.692211e+000	-6.018498e+000
1.784976735035304e-003	2.686372e+000	-6.019154e+000
1.824712683922591e-003	2.680982e+000	-6.019496e+000
1.862857551377939e-003	2.675634e+000	-6.019639e+000
1.907985692704894e-003	2.669235e+000	-6.019572e+000
1.966187482593362e-003	2.661171e+000	-6.019106e+000
2.060482033429345e-003	2.649534e+000	-6.017478e+000
2.210348473356216e-003	2.635821e+000	-6.012890e+000
2.347793588646230e-003	2.630524e+000	-6.007023e+000
2.485457310562822e-003	2.635107e+000	-6.000262e+000
2.632353779422836e-003	2.651251e+000	-5.992973e+000
2.762030389338310e-003	2.673944e+000	-5.987240e+000
2.842599018539893e-003	2.691192e+000	-5.984294e+000
2.919916664664957e-003	2.708684e+000	-5.982048e+000
2.996298952889109e-003	2.725993e+000	-5.980473e+000
3.041173432118960e-003	2.736153e+000	-5.979869e+000
3.082394442463166e-003	2.745478e+000	-5.979534e+000
3.120029197182905e-003	2.753985e+000	-5.979414e+000
3.160652363462635e-003	2.763159e+000	-5.979485e+000
3.220523440146561e-003	2.776661e+000	-5.979967e+000
3.317467695332699e-003	2.798463e+000	-5.981669e+000
3.471237496378787e-003	2.832667e+000	-5.986452e+000
3.565352950603007e-003	2.852228e+000	-5.990376e+000
3.669671713339540e-003	2.870649e+000	-5.995298e+000
3.826450124297498e-003	2.886457e+000	-6.003098e+000
3.966228744319178e-003	2.889004e+000	-6.009594e+000
4.071533364094826e-003	2.885132e+000	-6.013692e+000
4.177563443910515e-003	2.876131e+000	-6.016800e+000
4.275603583832499e-003	2.864972e+000	-6.018573e+000
4.313160977000408e-003	2.860064e+000	-6.018946e+000
4.359000837499849e-003	2.853689e+000	-6.019162e+000
4.406550699049383e-003	2.846979e+000	-6.019107e+000
4.463853819724140e-003	2.839055e+000	-6.018662e+000
4.556719456882075e-003	2.827564e+000	-6.017091e+000
4.704469062538852e-003	2.813886e+000	-6.012640e+000
